1	14401	玄曼云	13757615350	985232360	21020219970114321X	辽宁省大连市沙河口区富国街36号2单元301	北京大学	旷晴照	13998610014	985232360	1997年1月14日	顺序	?宗教学	美学	 大连	  伊春	 锦州
25	14425	阿好慕	15857242420	1081803483	522634199710100040	贵州省雷山县雷公山大道276号	天津大学	庞笑柳	3595577112	1081803483	1997年10月10日	思想政治教育	马克思主义民族理论与政策	水声工程	 黔东南	  哈尔滨	 丽水
66	14466	哀华荣	17640594601	11935406740	340823199610060412	安徽省安庆市枞阳县官埠桥镇陆岗村罗庄组3号	哈尔滨工业大学	定良朋	15877488279	11935406740	1996年10月6日	测试计量技术及仪器	?精密仪器及机械	材料物理与化学	 安庆	 合肥	 盘锦
57	14457	安秀隽	17640592999	13724464854	652302199612233837	新疆乌鲁木齐市新市区鲤鱼山南路御园公馆1号楼1单元402室	哈尔滨工业大学	江芳芳	15899081255	13724464854	1996年12月23日	机械工程	流体力学	?机械电子工程	 乌鲁木齐	 隆德	 沧州
72	14472	敖雪卉	17640595669	6301356928	23080419981216053X	黑龙江省哈尔滨市香坊区汉水路126-1号	哈尔滨工业大学	留友安	0451-55179809	6301356928	1998年12月16日	钢铁冶金	材料加工工程	有色金属冶金	  哈尔滨	 鞍山	 衡阳
114	14514	白凡	18926405986	1543699936	220402199704273637	吉林省辽源市龙山区龙山新城a区十七号楼313	中山大学	Woodrow Longman	15944778268	1543699936	1997年4月27日	油气储运工程	纺织材料与纺织品设计	制糖工程	 辽源	 沈阳	 南昌
32	14432	本凝丝	17640588549	2616254368	210213199706210513	辽宁省大连市金州区光明街道金山名苑小区2号楼3单元202	大连理工大学	厉又松	13700093030	2616254368	1997年6月21日	人类学	人口学	社会学	 大连	 宁波	 廊坊
77	14477	畅芸芸	18242026775	1606315418	130402199802221521	河北省邯郸市柳颐小区9-3-11	哈尔滨工业大学	位香芹	13613105582	1606315418	1998年2月22日	高电压与绝缘技术	化工过程机械	电气工程	 邯郸	  哈尔滨	 德兴
117	14517	第五念梦	18926406274	1616732671	530302199704076323	云南省曲靖卷烟厂吉庆福二号院13-1-502	西安交通大学	Clyde Christ	13466014388	1616732671	1997年4月7日	制糖工程	交通运输工程	油气储运工程	 曲靖	 大连	 敦化
90	14490	董修能	18742585987	959438056	150402199701212312	内蒙古赤峰市红山区二毛龙景小区11号楼1单元502	东南大学	Elvira Mac-	13634769051	959438056	1997年1月21日	模式识别与智能系统	计算机系统结构	系统工程	   赤峰	  双鸭山	 唐山
6	14406	都和安	13934568017	985232445	140203199706174750	山西省大同市矿区纬四路2-3-10	北京航空航天	续晟睿	13233199809	985232445	1997年6月17日	国际贸易学	?产业经济学	劳动经济学	 大同	 黄冈	 长春
120	14520	房兰泽	18926406562	1689765406	230709199707200022	黑龙江省伊春市金山屯区林苑小区10号楼1单元503	西北工业大学	Rodney Tout	18645891667	1689765406	1997年7月20日	交通运输工程	载运工具运用工程	飞行器设计	洛阳	三门峡	商丘
76	14476	扶英才	18041576730	2545323720	140226199705287053	山西省大同市左云县梅花祥和小区东五楼402	哈尔滨工业大学	赖艳芳	13096581675	2545323720	1997年5月28日	电气工程	制冷及低温工程	高电压与绝缘技术	 大同	 大连	   包头
14	14414	付春梅	15854065635	468432567	132930199610104317	河北省沧州市渤海新区海兰花苑10号楼101	中国农业大学	宿夏兰	0317-5764029	468432567	1996年10月10日	政治经济学	国防经济	经济思想史	 沧州	 永城	 沙坪坝
19	14419	刚秀华	15855509630	1069456485	513127199711050610	四川省庐山县大川殿组174号	中央民族大学	革芸若	18328748666	1069456485	1997年11月5日	马克思主义基本原理	?马克思主义发展史	马克思主义中国化研究	 庐山	 本溪	 沈阳
101	14501	公西义	18742974149	1227224751	440781199611226711	广东省台山市汶村镇上头东兴村54号	厦门大学	Hiram Frank	13211263319	1227224751	1996年11月22日	岩土工程	市政工程	结构工程	 台山	 鞍山	 孝感
59	14459	贡馨香	17640593355	18508464854	131081199712182551	河北省廊坊市霸州市隆泰小区D区南5号楼5单元502室	哈尔滨工业大学	图门锐锋	13931688194	18508464854	1997年12月18日	车辆工程	流体力学	机械设计及理论	 廊坊	 抚州	   包头
71	14471	管曼云	17640595491	7240365230	321201199802040615	江苏省泰州市商港区白马镇陆家村秧田组19#	哈尔滨工业大学	傅芝英	13515150289	7240365230	1998年2月4日	材料物理与化学	测试计量技术及仪器	钢铁冶金	 泰州	 金华	 唐山
115	14515	合访天	18926406082	1568044181	211103199703143717	辽宁省盘锦市兴隆台区鹤乡小区A区1号楼2-401	电子科技大学	Jennifer Springhall	18242755555	1568044181	1997年3月14日	服装设计与工程	油气井工程	油气储运工程	 盘锦	 介休	 任丘
41	14441	闳平春	17640590151	719491302	23118119970322101X	黑龙江省黑河市北安市财富中心15号楼1单元1001	哈尔滨工业大学	夹谷明杰	18845668005	719491302	1997年3月22日	法学理论	法律史	诉讼法学	  黑河	 淄博	 沈阳
49	14449	后晓慧	17640591575	602988615	420606199604210018	湖北省襄阳市樊城区柿铺西社区二组	哈尔滨工业大学	熊幻巧	15897997368	602988615	1996年4月21日	生态学	遗传学	系统分析与集成	 襄阳	 公安	 福州
29	14429	后永福	15857242424	1090034815	410825199703077564	河南省焦作市温县古温街57号2号楼2单元5号	天津大学	邛听安	15039ui117188i	1090034815	1997年3月7日	社会学	中国少数民族史	中国少数民族经济	 焦作	 昭通	 六安
58	14458	户寄春	17640593177	16116464854	220211199807030027	辽宁省大连市沙河口区桃山二巷4号楼1-6-4	哈尔滨工业大学	印和安	15524677528	16116464854	1998年7月3日	?机械电子工程	工程力学	固体力学	 大连	 阳泉	 大连
31	14431	滑德寿	17640337036	2107514517	320602199704191011	江苏省南通市濠西园20-403	大连理工大学	谯念蕾	15962998338	2107514517	1997年4月19日	社会学	中国少数民族艺术	人口学	 南通	 眉山	 吉安
26	14426	宦冰真	15857242421	1083861316	210903199705250025	辽宁省阜新市细河区园林路小区1号510	天津大学	板沛凝	139i1836439	1083861316	1997年5月25日	中国少数民族经济	思想政治教育	民族学	 阜新	 贺州	 沈阳
94	14494	惠雨柏	18742586151	1056815036	130131199802052719	河北省平山县平山镇天圣华庭13号楼2单元601	浙江大学	Verna Sassoon	15932480671	1056815036	1998年2月5日	计算机软件与理论	导航、制导与控制	计算机应用技术	 石家庄	 沈阳	 南宁
11	14411	稽夏兰	15853199238	56214559	350301199611122116	福建省莆田市秀玙区山亭镇山亭村冯46-2号	北京理工大学	党傲冬	15205986290	56214559	1996年11月12日	理论经济学	数量经济学	国防经济	 莆田	 衡水	 滨海新
75	14475	吉清秋	17640596203	3484332022	220203199712010613	吉林省吉林市丰满区江南一号3号楼	哈尔滨工业大学	敏丹蝶	18104420016	3484332022	1997年12月1日	制冷及低温工程	?工程热物理	化工过程机械	 吉林	 长春	 昌吉州
116	14516	季梓露	18926406178	1592388426	320811199612311028	嘉润苑18号楼408	电子科技大学	Patricia Dalton	15189552122	1592388426	1996年12月31日	制糖工程	油气井工程	交通运输工程	 淮安	 长春	 菏泽
54	14454	祭昭君	17640592465	6548464854	220203199702170314	吉林省吉林市龙潭区湘潭街80-1-180号	哈尔滨工业大学	戚心思	13843241366	6548464854	1997年2月17日	系统理论	生物物理学	系统分析与集成	 吉林	 阜阳	  哈尔滨
24	14424	郏秋珊	15856953625	1079745650	210603199708143026	辽宁省丹东市白房街益荣家园26号1单元503	南开大学	张陶宜	13644150230	1079745650	1997年8月14日	民族学	国外马克思主义研究	马克思主义民族理论与政策	 丹东	 石家庄	 泰安
64	14464	坚英慧	17640594245	13813423344	210711199810024424	辽宁省锦州市凌河区凌安里4-31号	哈尔滨工业大学	年子美	17804160245	13813423344	1998年10月2日	机械设计及理论	车辆工程	一般力学与力学基础	 锦州	 慈溪	  大庆
